,Comment,Sentiment
2237,Watching this in my Galaxy Note 8. Would consider this year's release if I can get it cheaper. S22 Ultra last year has a New Year's promo reducing the retail price by around 17%. My phone is a bit slow now so I am aiming for a new Phone with S-Pen.,Positive
2238,Not only is this weak upg.. trade in values are worst i've seen in long time.  Might be first time I dont get the newest Note.,Negative
2239,I expected a bit more. Kind of seems Samsung is pulling some Apple moves.,Neutral
2240,I'm just glad Samsung doesn't close the comments section like Apple.,Positive
2241,Same thing as s22 ultra imma pass,Neutral
2242,Very expensive,Negative
2243,Watching this on my iPhone 13 Pro.,Neutral
2244,@samsung PLEASE FOR THE LOVE OF GOD STOP WITH THE CURVED SCREENS!!!!!!!!!!!!!!!!!!!!!!!!!!  GIVE US A FLAT SCREEN ON THE ULTRAS. The curved screens were cool for the first like 3 generations of phones with it but now it's just not satisfying and more annoying for case protection than anything. Please next year move on from this design already no more curved screens thanks.,Negative
2245,"Just keep your old phone,there even to lazy to change the design a little",Neutral
2246,"Congratulations
Commenting from my Galaxy Note 8 phone👍🏻",Positive
2247,"I CAN'T BELIEVE PEOPLE IS PRAISING SAMSUNG FOR THEIR ""NEW PHONE"" BUT IN REALITY THERE'S NOTHING SPECIAL IN IT.",Negative
2248,Watching this masterpiece on my Note 9.. I guess it’s time to upgrade 🎉,Positive
2249,Should i buy the S22 or this? My current one is S10+,Neutral
2250,"Another year, another Samsung phone and another year that people isn't going to buy that stupid phone.",Negative
2251,using S10 + for morethan 3 years now it's time to upgrade to S23 ultra.  Yaeeeyyy 🤩👌,Positive
2252,"I'm a long time Galaxy user, but this time it's a big fail. Not interesting presentation at all. Samsung talk more about collaborations that show new features. Nothing new.",Negative
2253,I think Samsung didn't improve much 😕 even this video is awkwardly presented everything looks so fake and half completed 🙄 I personally expect more because Samsung are capable of making great tech 😉 but this time it looks like unfinished project less innovative and more talking the biggest mistake Samsung has made was to rename Note series to galaxy series I love note before they are innovative 💡 and creative I can't explain how much I love note 😀 and Samsung ruined this successful smartphone this S23 ULTRA its looks awesome  but that's all pretty much like S22 ULTRA,Negative
2254,I'm still rolling with a Nokia 3310 😎,Positive
2255,U even copied the iPhone 14 pros space black color😑,Neutral
2256,So cheesy,Negative
2257,Boo by an iPhone 14 pro,Neutral
2258,200 MEGAPIXELS MY @SS I BET ITS NOT EVEN GOOD AS THE iPhone 14 pros 48 megapixels,Negative
2259,"Pre-ordered mine in graphite. Upgrading from note 20 ultra. Little bit sad that micro SD card is no longer available, but glad that s-pen still made the cut.",Positive
2260,This is the cringiest video I've ever seen,Negative
2261,Hit like if you’re waiting for iPhone 15 series.,Neutral
2262,This is S22 ULTRA,Neutral
2263,Why is the trade-in value in the US so bad this year though??,Negative
2264,But why you only giving 500 for my 22U,Negative
2265,"***Make sure the z fold 5 has an ULTRA version, so the front screen is wider, and the media on the inner screen is also larger than on a regular phone",Neutral
2266,My s20 fe broke recently so now I'm using a s10 plus rn but soon upgraded to this ultra 5g,Neutral
2267,What a stupid ad. 💩,Negative
2268,That is the most ugliest introduction ever,Negative
2269,Definitely switching from IPhone,Positive
2270,"Looks so awesome 👌 
Got the S22U, it's AMAZING...
I'll be back 4 the S24U 😎😎😎",Positive
2271,"Hey, what's new????????????? 😡👺",Negative
2272,"Heh, even Samsung wanted to join in the ""avatar way of water"" fun, all they needed, was the blue people😂",Positive
2273,Same as the S22 ULTRA hahaha,Neutral
2274,Why is Apple doing the coolest commercial and presentation?,Positive
2275,Just wow!,Positive
2276,"I can't believe the crooked people in the comment section thinks the ""S23"" has something special in it.😑",Negative
2277,😃Finally galaxy s23 line-up now on!!,Positive
2278,The bezzles aren't any smaller? 😑,Negative
2279,Basically same as last year,Neutral
2280,Nothing new,Neutral
2281,"This ads is really bad. Old ads was better. This  ads looks  trying to shoe  s23 ultra   bad.  Photo colors , vidro stabilization  and etc on video is too bad.",Negative
2282,The Most patetic video ai never see,Neutral
2283,The comments seem like staged by Samsung buzzers,Negative
2284,A lot of people woke up today excited for this Phone! And now a lot of people are skipping your product for another one after the atrocious trade-in values. Good luck with having angered some of your most consistent customers!,Negative
2285,When he said that was EPIC. I was expecting Juan from @thatwasepic to show up.,Neutral
2286,Still sticking with my S20 Ultra for another two years or so. But looks good!,Positive
2287,Hopefully the reels will be better with the s23 ultra..with iphone it looks much better unfortunately,Positive
2288,Nothing new 😔,Neutral
2289,This ad has an old school ads vibes,Neutral
2290,who has time to use full time or wasting time 😂 every body used only for text media make calls and photos 1080p 😂😂 wasting time amigos so,Negative
2291,As someone who has a S9 and loved taking photos on my phone. This is what I'll upgrade to,Positive
2292,Horrible add... I'm getting the phone anyway.,Negative
2293,"1:26 ""Image simulated for illustrative purposes"" LOL",Neutral
2294,Just upgraded to this from S21 Ultra.,Neutral
2295,What dumb add lordt,Negative
2296,Samsung used to make fun of apples design being repeated over and over again and now..,Negative
2297,Samsung please give us brighter colors like Matte Red and Neon blue next year,Positive
2298,That was one lame video. Bring back ghe more serious ones from like the s7 s8 s9 s10 days. Even the s22 tops tbis. This is garbag e,Negative
2299,"This thing is mind-blowing 🤯... Well done, Samsung 👏🏾... Nice Film too 👍🏾",Positive
2300,What is the NPU?,Neutral
2301,They’re all the same from last year. ☕️,Neutral
2302,Worst ad from Samsung 🥴,Negative
2303,"I don't get it, where the MicroSD slot we all wanted?",Negative
2304,"Samsung smartphone, users we the ones💪💪💪",Positive
2305,"Just saw the price, if Apple allows sideloading later this year Im going iOS",Positive
2306,"The guy just like me, couldn't afford one yet so excited to see 😂😭",Positive
2307,"Samsung you want to make something cool please please make a samsung mega with a flat screen 7.2 inch with a 18:9 aspect ratio that would sell,  we gamers have spoken enough of narrow curved hershey bar phones.",Positive
2308,"Who else agrees with me that we hate your marketing, your pricing and your lack of inovation.Also letting google command your software and further limiting it is not a good move.Good luck selling your 2018 tech and sinking down as a company. You just make us more and more mad year after year. P. S. Former user of more  than 15 of your devices",Negative
2309,Apple Crying,Neutral
2310,It's basically the same as my S22 Ultra just with slightly small amount of features. So no point of upgrading . . .,Neutral
2311,Pre-ordered waiting for my new device :),Positive
2312,Needs 3 more cameras,Neutral
2313,boring,Negative
2314,theres nothing new 😂 my s10 still better than that,Positive
2315,"regardless, I will buy the phone, but I felt like the commercial could have been better. The s10 commercial is my favorite so far.",Positive
2316,That ads. Is epic🔥,Positive
2317,New Galaxy S23 ultra! 🤑,Positive
2318,So... what's new? xD,Neutral
2319,"Still whats new   same work was done by S22 ultra 
 Whats different  ,u could not differentiate   it from earlier  one",Neutral
2320,Save your money dont buy this phone. Worst trade in values and preorder gifts. Samsung has become Apple.,Negative
2321,"I think I'm getting this phone, but the video is so cringe.",Negative
2322,Give me for free please 😭,Neutral
2323,Wow lovely 🥰🥰,Positive
2324,Cringe,Negative
2325,I have an s21 ultra phone over heats after 25 min of using camera.  Will I have the same issue?,Neutral
2326,My galaxy a51 has a super amoled too.,Positive
2327,"If you buy the s23U coming from the s22U congratulations, you bought the same phone twice.",Neutral
2328,RAY TRACING,Neutral
2329,No headphone jack and microSD card slot... I am sorry but this is not something which is worth more than my S10+,Negative
2330,"Hey, whats new? Camera and snapdragon only 🤣",Positive
2331,Meh ... if we got a charger in the box I'll get one,Neutral
2332,This one or the iPhone 14 pro max :) ?,Positive
2333,Boring,Negative
2334,Is this phone will appear green line after upgrade software?? 🤣🤣,Neutral
2335,"hello samsung. I am froum Algeria
I want free smartphone samsung galaxy S23 please. thank you samsung . The best phone",Positive
2336,The guy that jumped the fench from apple side is switching to s23. FINALLY!,Neutral
2337,That camera is horrible iPhone still the goat Samsung can keep the 100x zoom 😅😅😅,Negative
2338,Nothing new. What is that “Quick share”?  Poor copy Airdrop LOL.,Negative
2339,I never understood their brand position,Negative
2340,Very nicely the ad has been made...lesser music and more detailing of the features.👍,Positive
2341,"- Look bottom left
- Nope !",Neutral
2342,Told me nothing,Negative
2343,"Nice introduction!! btw, the director are very creative! congratulations!  What's news? It's the samsung galaxy S23 Ultra!!!!",Positive
2344,"Not much of a change, I mean those significant numbers given is not that of to look forward.",Neutral
2345,"Congratulations to the World 
Here is another greatest creation from Samsung 
Best wishes for you my love Samsung ❤",Positive
