Comment,Sentiment
How much  I am Ilaq,Neutral
Samsung is best phone,Positive
"I was doing research on a new phone since my front glass on my s20 ultra cracked and I can't get it replaced. Before I saw this commercial I was like, ya this makes sense. Now after this video, I don't want it anymore because of how cringe it was.",Negative
obviously they both still just haven'′ t answer the question. what's more new?,Neutral
Can I buy it with my HDFC credit card on Samsung official website with emi ?,Neutral
The all new samsung s23 is...,Neutral
Dream phone 😍😍,Positive
Watching this in my Galaxy Note 8. Would consider this year's release if I can get it cheaper. S22 Ultra last year has a New Year's promo reducing the retail price by around 17%. My phone is a bit slow now so I am aiming for a new Phone with S-Pen.,Positive
"What's new
TVC : bra bra bra...
Fact : Prices",Neutral
"1:46 Those apple fans who said SAMSUNG didn't tell us they used AI to process the image... C'mon...
BTW, at least SAMSUNG did process the image, not just brighter it 😅",Neutral
Watching on my Xiaomi Redmi note 9,Neutral
It's all fun in games when they are still making fun of iphone for having the same design every year,Neutral
Make sure you guys fixed the backglass adhesive issue.,Neutral
"No matter how expensive is your galaxy, whatsapp and instagram status update for videos ALWAYS look blur, WHY SAMSUNG? CAN'T YOU MAKE WHATSAPP SPECIALLY FOR SAMSUNG S SERIES??? 
Apple whatsapp and instagram status update are sharp and never blur.
I love Samsung but this is the only flaw you have, HEAR ME AND FIX IT",Negative
How much in pre order,Neutral
no seriously whats new?… 💀,Negative
"1 my phone journey 
Samsung corby 2
Samsung note 3
Samsung s8 plus
Samsung s21 ultra 
But now I m going to update it with s23 ultra 
Sometimes it disappoint me tge note 3 and sc21 ultra both mother bord issue which cost so heavy ammount it disappoint me.. plz make it mor stronger

But Samsung features make me to choose again and again to samsung",Negative
The next iPhone is gonna be a car.,Positive
"cool and all yesterday but they bragged how fast the 22 ultra 5 was and this is my other 4th replacement upgrade thru t - link mobile. lags, gets hot, charges slow then when hot or says stopped due to device on heating, can't use the camera when it's hot, just overall this thing picks and chooses when to work. and the battery picks and then chooses when to last or die in fast but as ever. dropped 30 % in just 30 minutes is quite ridiculous",Negative
Expensive asf,Negative
Another useless invention. so only some software gimics and some improvements in camera which people will rarely use for day to day photography. Would rather get a camera. Make something new Samsung,Negative
boring,Negative
I like when smartphones commercials try to push as much as it is possible unnecessary stats into commercials,Neutral
"My Dream S23 Ultra 🇧🇩💪
I'm Big Fan  with Samsung ❣️",Positive
"Killing all king's and today Samsung is in my top list , What an power 🔥",Positive
Why not create i phone  vivid filter samsung camera🥺,Neutral
No more Samsung  phone's the S 20 will be the last one over priced and terrible phone dial by it self and fingers recognition  have to reset time  to go back to other companies 🤔😉,Negative
"i would think perhaps it's s a great phone, all but the classified ads section is so equally unnatural. if even this video is the third only marketing material, i wouldn's t buy it.",Negative
iPhone is better,Positive
"disappointed with samsung's decision to temporarily omit original charger adaptor. i have been a long - time user of samsung products, but my recent experience has left me extremely disappointed and frustrated. in an attempt to express my discontent, i feel compelled to share my thoughts on the matter. first and foremost, i must express my disappointment with samsung's decision to follow apple's creative footsteps in excluding the original charger adaptor from their new mobile devices. as a consumer, i believe that every new mobile purchase price should include the essential accessories needed for a seamless user experience. perhaps the omission of the charger adaptor feels like an unnecessary cost - cutting measure that inconveniences customers and diminishes the value of the product. what truly aggravates me is that samsung was once known for its innovation and ability to stand out from the crowd. it had its own loyal customer base that appreciated its unique approach to technology. however, by mimicking apple's questionable actions, samsung seems to have lost its individuality and the trust of its consumers. i find it disheartening that samsung, a company capable of producing exceptional products, has chosen to follow a path that seems to prioritize profit over customer satisfaction. furthermore, this decision has soured my perception of samsung, prompting me to reconsider future purchases not only for myself but also for my relatives and family members. i was a vocal critic of apple in the past, but now i find myself harboring similar negative sentiments towards samsung. this will undoubtedly be my single last samsung purchase if the company finally continues down this path. i implore samsung to reclaim its identity and listen to respect the concerns of its loyal customers. it is essential for samsung to recognize that it can forge its own path and be a leader in the industry without imitating others. by catering to the needs and expectations of its customer base, samsung has the potential to regain its status as a top contender in within the mobile market. in conclusion, i am deeply disappointed in samsung's decision to exclude the original charger adaptor from their new mobile devices. this move, seemingly influenced by apple, has negatively impacted my perception of the company. i believe that samsung should prioritize its loyal customers and focus on producing outstanding products that stand out on their own merits. if samsung ultimately continues down this diverse path, it risks being overshadowed and losing its position as a leading brand.",Negative
